adm2_en,month,NO2,date
Sultan Kudarat,2024-11,3.881755192162788e-05,2024-11-01T00:00:00
Sulu,2024-11,3.7628212910426776e-05,2024-11-01T00:00:00
Surigao del Norte,2024-11,3.9410512345166256e-05,2024-11-01T00:00:00
Surigao del Sur,2024-11,3.752544096665589e-05,2024-11-01T00:00:00
Tarlac,2024-11,5.449129978339603e-05,2024-11-01T00:00:00
Tawi-Tawi,2024-11,3.682368111533839e-05,2024-11-01T00:00:00
Zambales,2024-11,5.278171169701845e-05,2024-11-01T00:00:00
Zamboanga del Norte,2024-11,4.050053663089941e-05,2024-11-01T00:00:00
Zamboanga del Sur,2024-11,3.819636868353402e-05,2024-11-01T00:00:00
Zamboanga Sibugay,2024-11,3.776311094941326e-05,2024-11-01T00:00:00
Palawan,2024-11,3.985620831474992e-05,2024-11-01T00:00:00
Samar,2024-11,4.0687745662044695e-05,2024-11-01T00:00:00
Davao del Norte,2024-12,3.5496486978123395e-05,2024-12-01T00:00:00
Abra,2024-12,4.431206109173083e-05,2024-12-01T00:00:00
Agusan del Norte,2024-12,3.5425030761621725e-05,2024-12-01T00:00:00
Agusan del Sur,2024-12,3.5343798935658174e-05,2024-12-01T00:00:00
Aklan,2024-12,3.742007099119807e-05,2024-12-01T00:00:00
Albay,2024-12,3.656512807676666e-05,2024-12-01T00:00:00
Antique,2024-12,3.674316839616732e-05,2024-12-01T00:00:00
Apayao,2024-12,4.078291257889767e-05,2024-12-01T00:00:00
Aurora,2024-12,3.74347381348264e-05,2024-12-01T00:00:00
Basilan,2024-12,3.347954470683371e-05,2024-12-01T00:00:00
Bataan,2024-12,5.386387990653335e-05,2024-12-01T00:00:00
Batanes,2024-12,4.706658816217323e-05,2024-12-01T00:00:00
Batangas,2024-12,4.72660672001128e-05,2024-12-01T00:00:00
Benguet,2024-12,4.986461548966475e-05,2024-12-01T00:00:00
Biliran,2024-12,3.5395218114452385e-05,2024-12-01T00:00:00
Bohol,2024-12,3.568164348646839e-05,2024-12-01T00:00:00
Bukidnon,2024-12,3.620127057782431e-05,2024-12-01T00:00:00
Bulacan,2024-12,4.910606304402768e-05,2024-12-01T00:00:00
Cagayan,2024-12,4.033530709826365e-05,2024-12-01T00:00:00
Camarines Norte,2024-12,3.614609757355778e-05,2024-12-01T00:00:00
Camarines Sur,2024-12,3.646196418416819e-05,2024-12-01T00:00:00
Camiguin,2024-12,3.563037333616695e-05,2024-12-01T00:00:00
Capiz,2024-12,3.752499586345687e-05,2024-12-01T00:00:00
Catanduanes,2024-12,3.562856261334872e-05,2024-12-01T00:00:00
Cavite,2024-12,5.888116019229003e-05,2024-12-01T00:00:00
Cebu,2024-12,3.784677623805518e-05,2024-12-01T00:00:00
Compostela Valley,2024-12,3.525475761096373e-05,2024-12-01T00:00:00
Davao del Sur,2024-12,3.378042858738155e-05,2024-12-01T00:00:00
Davao Oriental,2024-12,3.35994721652796e-05,2024-12-01T00:00:00
Dinagat Islands,2024-12,3.509343444492805e-05,2024-12-01T00:00:00
Eastern Samar,2024-12,3.532103910293001e-05,2024-12-01T00:00:00
Guimaras,2024-12,3.989249826719825e-05,2024-12-01T00:00:00
Ifugao,2024-12,4.253005153836305e-05,2024-12-01T00:00:00
Ilocos Norte,2024-12,4.364316415245728e-05,2024-12-01T00:00:00
Ilocos Sur,2024-12,4.844701501033273e-05,2024-12-01T00:00:00
Iloilo,2024-12,3.658040156426984e-05,2024-12-01T00:00:00
Isabela,2024-12,3.9844946437462845e-05,2024-12-01T00:00:00
Kalinga,2024-12,4.116548443252694e-05,2024-12-01T00:00:00
La Union,2024-12,5.929748314914369e-05,2024-12-01T00:00:00
Laguna,2024-12,5.107415741327054e-05,2024-12-01T00:00:00
Lanao del Norte,2024-12,3.874159152334628e-05,2024-12-01T00:00:00
Lanao del Sur,2024-12,3.521892973886855e-05,2024-12-01T00:00:00
Leyte,2024-12,3.564925312463693e-05,2024-12-01T00:00:00
Maguindanao,2024-12,3.503568134547841e-05,2024-12-01T00:00:00
Marinduque,2024-12,3.875510485387512e-05,2024-12-01T00:00:00
Masbate,2024-12,3.550232891755617e-05,2024-12-01T00:00:00
Metropolitan Manila,2024-12,8.259868767813415e-05,2024-12-01T00:00:00
Misamis Occidental,2024-12,3.613714967172342e-05,2024-12-01T00:00:00
Misamis Oriental,2024-12,3.911720539050715e-05,2024-12-01T00:00:00
Mountain Province,2024-12,4.292974770481785e-05,2024-12-01T00:00:00
Negros Occidental,2024-12,3.837282582934664e-05,2024-12-01T00:00:00
Negros Oriental,2024-12,3.67240788214105e-05,2024-12-01T00:00:00
North Cotabato,2024-12,3.545706256062127e-05,2024-12-01T00:00:00
Northern Samar,2024-12,3.4885582206782366e-05,2024-12-01T00:00:00
Nueva Ecija,2024-12,4.426266192223008e-05,2024-12-01T00:00:00
Nueva Vizcaya,2024-12,4.322459477255444e-05,2024-12-01T00:00:00
Occidental Mindoro,2024-12,4.058203551112983e-05,2024-12-01T00:00:00
Oriental Mindoro,2024-12,3.9046588052353535e-05,2024-12-01T00:00:00
Pampanga,2024-12,4.844813710404336e-05,2024-12-01T00:00:00
Pangasinan,2024-12,5.120183336599078e-05,2024-12-01T00:00:00
Quezon,2024-12,4.002795569729117e-05,2024-12-01T00:00:00
Quirino,2024-12,3.964566488089494e-05,2024-12-01T00:00:00
Rizal,2024-12,5.081606762043143e-05,2024-12-01T00:00:00
Romblon,2024-12,3.612819433675533e-05,2024-12-01T00:00:00
Sarangani,2024-12,3.1101360773956824e-05,2024-12-01T00:00:00
Siquijor,2024-12,3.677488673970111e-05,2024-12-01T00:00:00
Sorsogon,2024-12,3.490388190091815e-05,2024-12-01T00:00:00
South Cotabato,2024-12,3.3086797431250774e-05,2024-12-01T00:00:00
Southern Leyte,2024-12,3.438250685484951e-05,2024-12-01T00:00:00
Sultan Kudarat,2024-12,3.392669259283049e-05,2024-12-01T00:00:00
Sulu,2024-12,3.275580126958154e-05,2024-12-01T00:00:00
Surigao del Norte,2024-12,3.6104454700096015e-05,2024-12-01T00:00:00
Surigao del Sur,2024-12,3.591659652054224e-05,2024-12-01T00:00:00
Tarlac,2024-12,4.778384813152003e-05,2024-12-01T00:00:00
Tawi-Tawi,2024-12,3.40282761455508e-05,2024-12-01T00:00:00
Zambales,2024-12,4.888671476488548e-05,2024-12-01T00:00:00
Zamboanga del Norte,2024-12,3.640147561801988e-05,2024-12-01T00:00:00
Zamboanga del Sur,2024-12,3.387330069399504e-05,2024-12-01T00:00:00
Zamboanga Sibugay,2024-12,3.340599962290073e-05,2024-12-01T00:00:00
Palawan,2024-12,3.639970210109971e-05,2024-12-01T00:00:00
Samar,2024-12,3.522550223737768e-05,2024-12-01T00:00:00
Davao del Norte,2025-01,3.307067513626307e-05,2025-01-01T00:00:00
Abra,2025-01,4.656305317121484e-05,2025-01-01T00:00:00
Agusan del Norte,2025-01,3.362108471927705e-05,2025-01-01T00:00:00
Agusan del Sur,2025-01,3.2861648749607355e-05,2025-01-01T00:00:00
Aklan,2025-01,3.851831412975895e-05,2025-01-01T00:00:00
Albay,2025-01,3.740953431888264e-05,2025-01-01T00:00:00
Antique,2025-01,3.75653179766686e-05,2025-01-01T00:00:00
Apayao,2025-01,4.3435482039902345e-05,2025-01-01T00:00:00
Aurora,2025-01,3.96236025785702e-05,2025-01-01T00:00:00
Basilan,2025-01,3.347601352983913e-05,2025-01-01T00:00:00
Bataan,2025-01,5.929945013268367e-05,2025-01-01T00:00:00
Batanes,2025-01,4.875754817606024e-05,2025-01-01T00:00:00
Batangas,2025-01,5.010177902091803e-05,2025-01-01T00:00:00
Benguet,2025-01,4.990567838998517e-05,2025-01-01T00:00:00
Biliran,2025-01,3.687911841932935e-05,2025-01-01T00:00:00
Bohol,2025-01,3.499919658127311e-05,2025-01-01T00:00:00
Bukidnon,2025-01,3.473976115733981e-05,2025-01-01T00:00:00
Bulacan,2025-01,5.337486006012475e-05,2025-01-01T00:00:00
Cagayan,2025-01,4.275175010257383e-05,2025-01-01T00:00:00
Camarines Norte,2025-01,3.734668475100898e-05,2025-01-01T00:00:00
Camarines Sur,2025-01,3.716220289967069e-05,2025-01-01T00:00:00
Camiguin,2025-01,3.415729014464119e-05,2025-01-01T00:00:00
Capiz,2025-01,3.862648011394237e-05,2025-01-01T00:00:00
Catanduanes,2025-01,3.617929362355741e-05,2025-01-01T00:00:00
Cavite,2025-01,6.011767765731781e-05,2025-01-01T00:00:00
Cebu,2025-01,3.814586279919099e-05,2025-01-01T00:00:00
Compostela Valley,2025-01,3.2807386766264814e-05,2025-01-01T00:00:00
Davao del Sur,2025-01,3.204731647953908e-05,2025-01-01T00:00:00
Davao Oriental,2025-01,3.096722080261261e-05,2025-01-01T00:00:00
Dinagat Islands,2025-01,3.3688657825261955e-05,2025-01-01T00:00:00
Eastern Samar,2025-01,3.458764818984794e-05,2025-01-01T00:00:00
Guimaras,2025-01,3.969443397132665e-05,2025-01-01T00:00:00
Ifugao,2025-01,4.279655362624282e-05,2025-01-01T00:00:00
Ilocos Norte,2025-01,4.8178716457475885e-05,2025-01-01T00:00:00
Ilocos Sur,2025-01,5.002010689247919e-05,2025-01-01T00:00:00
Iloilo,2025-01,3.78972441579492e-05,2025-01-01T00:00:00
Isabela,2025-01,4.105982296220532e-05,2025-01-01T00:00:00
Kalinga,2025-01,4.267068318073422e-05,2025-01-01T00:00:00
La Union,2025-01,5.74308841255449e-05,2025-01-01T00:00:00
Laguna,2025-01,5.1424352186172696e-05,2025-01-01T00:00:00
Lanao del Norte,2025-01,3.836760006111874e-05,2025-01-01T00:00:00
Lanao del Sur,2025-01,3.461485159323555e-05,2025-01-01T00:00:00
Leyte,2025-01,3.4847315007973604e-05,2025-01-01T00:00:00
Maguindanao,2025-01,3.5685040815101964e-05,2025-01-01T00:00:00
Marinduque,2025-01,3.962019528571712e-05,2025-01-01T00:00:00
Masbate,2025-01,3.710096450312144e-05,2025-01-01T00:00:00
Metropolitan Manila,2025-01,8.9441943318236e-05,2025-01-01T00:00:00
Misamis Occidental,2025-01,3.4232154120059034e-05,2025-01-01T00:00:00
Misamis Oriental,2025-01,3.754230187942612e-05,2025-01-01T00:00:00
Mountain Province,2025-01,4.423920030250688e-05,2025-01-01T00:00:00
Negros Occidental,2025-01,3.968545337411021e-05,2025-01-01T00:00:00
Negros Oriental,2025-01,3.7103598108053055e-05,2025-01-01T00:00:00
North Cotabato,2025-01,3.4939709738983715e-05,2025-01-01T00:00:00
Northern Samar,2025-01,3.553164898842436e-05,2025-01-01T00:00:00
Nueva Ecija,2025-01,4.635456456979874e-05,2025-01-01T00:00:00
Nueva Vizcaya,2025-01,4.427219935043055e-05,2025-01-01T00:00:00
Occidental Mindoro,2025-01,4.242150390799884e-05,2025-01-01T00:00:00
Oriental Mindoro,2025-01,4.029115137102556e-05,2025-01-01T00:00:00
Pampanga,2025-01,5.2749812234331015e-05,2025-01-01T00:00:00
Pangasinan,2025-01,5.331759467250804e-05,2025-01-01T00:00:00
Quezon,2025-01,4.1372937988583184e-05,2025-01-01T00:00:00
Quirino,2025-01,4.104860708712035e-05,2025-01-01T00:00:00
Rizal,2025-01,5.303944491114484e-05,2025-01-01T00:00:00
Romblon,2025-01,3.760606952393319e-05,2025-01-01T00:00:00
Sarangani,2025-01,3.032220152488888e-05,2025-01-01T00:00:00
Siquijor,2025-01,3.560179454429006e-05,2025-01-01T00:00:00
Sorsogon,2025-01,3.626787880595175e-05,2025-01-01T00:00:00
South Cotabato,2025-01,3.329118602538639e-05,2025-01-01T00:00:00
Southern Leyte,2025-01,3.349342724915999e-05,2025-01-01T00:00:00
Sultan Kudarat,2025-01,3.493423585439399e-05,2025-01-01T00:00:00
Sulu,2025-01,3.3393602492030005e-05,2025-01-01T00:00:00
Surigao del Norte,2025-01,3.338504875034905e-05,2025-01-01T00:00:00
Surigao del Sur,2025-01,3.2349266284886886e-05,2025-01-01T00:00:00
Tarlac,2025-01,5.131068347697636e-05,2025-01-01T00:00:00
Tawi-Tawi,2025-01,3.1418508789616344e-05,2025-01-01T00:00:00
Zambales,2025-01,5.1871218983933294e-05,2025-01-01T00:00:00
Zamboanga del Norte,2025-01,3.532688297035717e-05,2025-01-01T00:00:00
Zamboanga del Sur,2025-01,3.355372638105577e-05,2025-01-01T00:00:00
Zamboanga Sibugay,2025-01,3.3106710632567613e-05,2025-01-01T00:00:00
Palawan,2025-01,3.571903674396903e-05,2025-01-01T00:00:00
Samar,2025-01,3.436767507709942e-05,2025-01-01T00:00:00
Davao del Norte,2025-02,3.264309272703473e-05,2025-02-01T00:00:00
Abra,2025-02,4.778481775630456e-05,2025-02-01T00:00:00
Agusan del Norte,2025-02,3.391612705036209e-05,2025-02-01T00:00:00
Agusan del Sur,2025-02,3.22741108905629e-05,2025-02-01T00:00:00
Aklan,2025-02,3.760160298600208e-05,2025-02-01T00:00:00
Albay,2025-02,3.6171324782506495e-05,2025-02-01T00:00:00
Antique,2025-02,3.6836306119659634e-05,2025-02-01T00:00:00
Apayao,2025-02,4.2938740188652336e-05,2025-02-01T00:00:00
Aurora,2025-02,3.784398513330592e-05,2025-02-01T00:00:00
Basilan,2025-02,3.267843822497787e-05,2025-02-01T00:00:00
Bataan,2025-02,5.6115710548315655e-05,2025-02-01T00:00:00
Batanes,2025-02,4.75332158289681e-05,2025-02-01T00:00:00
Batangas,2025-02,4.888397133838071e-05,2025-02-01T00:00:00
Benguet,2025-02,4.949079094927512e-05,2025-02-01T00:00:00
Biliran,2025-02,3.5366601444102834e-05,2025-02-01T00:00:00
Bohol,2025-02,3.403439079994669e-05,2025-02-01T00:00:00
Bukidnon,2025-02,3.429246459980277e-05,2025-02-01T00:00:00
Bulacan,2025-02,5.00796927036912e-05,2025-02-01T00:00:00
Cagayan,2025-02,4.317306732368106e-05,2025-02-01T00:00:00
Camarines Norte,2025-02,3.6503234898853535e-05,2025-02-01T00:00:00
Camarines Sur,2025-02,3.5934016137359364e-05,2025-02-01T00:00:00
Camiguin,2025-02,3.284429499329547e-05,2025-02-01T00:00:00
Capiz,2025-02,3.729209029133013e-05,2025-02-01T00:00:00
Catanduanes,2025-02,3.539151169147833e-05,2025-02-01T00:00:00
Cavite,2025-02,5.496915837570593e-05,2025-02-01T00:00:00
Cebu,2025-02,3.667626439657064e-05,2025-02-01T00:00:00
Compostela Valley,2025-02,3.151122323681031e-05,2025-02-01T00:00:00
Davao del Sur,2025-02,3.173436609073984e-05,2025-02-01T00:00:00
Davao Oriental,2025-02,3.0333581943336004e-05,2025-02-01T00:00:00
Dinagat Islands,2025-02,3.257837639310368e-05,2025-02-01T00:00:00
Eastern Samar,2025-02,3.409499636991083e-05,2025-02-01T00:00:00
Guimaras,2025-02,3.948959884261114e-05,2025-02-01T00:00:00
Ifugao,2025-02,4.3534945679412864e-05,2025-02-01T00:00:00
Ilocos Norte,2025-02,4.712178344833289e-05,2025-02-01T00:00:00
Ilocos Sur,2025-02,5.130624282785175e-05,2025-02-01T00:00:00
Iloilo,2025-02,3.688191777254112e-05,2025-02-01T00:00:00
Isabela,2025-02,4.221106347050659e-05,2025-02-01T00:00:00
Kalinga,2025-02,4.3081600590305634e-05,2025-02-01T00:00:00
La Union,2025-02,5.773905692366911e-05,2025-02-01T00:00:00
Laguna,2025-02,4.889852277791188e-05,2025-02-01T00:00:00
Lanao del Norte,2025-02,3.65994909995164e-05,2025-02-01T00:00:00
Lanao del Sur,2025-02,3.411347653747594e-05,2025-02-01T00:00:00
Leyte,2025-02,3.3980324743716764e-05,2025-02-01T00:00:00
Maguindanao,2025-02,3.328073764342984e-05,2025-02-01T00:00:00
Marinduque,2025-02,3.843601686010695e-05,2025-02-01T00:00:00
Masbate,2025-02,3.678417507357692e-05,2025-02-01T00:00:00
Metropolitan Manila,2025-02,8.388068916593302e-05,2025-02-01T00:00:00
Misamis Occidental,2025-02,3.341150784597292e-05,2025-02-01T00:00:00
Misamis Oriental,2025-02,3.773867101629208e-05,2025-02-01T00:00:00
Mountain Province,2025-02,4.436413127231492e-05,2025-02-01T00:00:00
Negros Occidental,2025-02,3.801193219546294e-05,2025-02-01T00:00:00
Negros Oriental,2025-02,3.568677621409332e-05,2025-02-01T00:00:00
North Cotabato,2025-02,3.377098366896862e-05,2025-02-01T00:00:00
Northern Samar,2025-02,3.610962382430747e-05,2025-02-01T00:00:00
Nueva Ecija,2025-02,4.431761784408128e-05,2025-02-01T00:00:00
Nueva Vizcaya,2025-02,4.326180115284099e-05,2025-02-01T00:00:00
Occidental Mindoro,2025-02,4.100261461580206e-05,2025-02-01T00:00:00
Oriental Mindoro,2025-02,3.8702749136556224e-05,2025-02-01T00:00:00
Pampanga,2025-02,4.999236012179507e-05,2025-02-01T00:00:00
Pangasinan,2025-02,5.175692745652944e-05,2025-02-01T00:00:00
Quezon,2025-02,3.966850173786727e-05,2025-02-01T00:00:00
Quirino,2025-02,4.061193663172632e-05,2025-02-01T00:00:00
Rizal,2025-02,4.994559233160462e-05,2025-02-01T00:00:00
Romblon,2025-02,3.5950532248453955e-05,2025-02-01T00:00:00
Sarangani,2025-02,2.954601263832841e-05,2025-02-01T00:00:00
Siquijor,2025-02,3.491314241709615e-05,2025-02-01T00:00:00
Sorsogon,2025-02,3.591079356517488e-05,2025-02-01T00:00:00
South Cotabato,2025-02,3.166386588736798e-05,2025-02-01T00:00:00
Southern Leyte,2025-02,3.199732780228105e-05,2025-02-01T00:00:00
Sultan Kudarat,2025-02,3.245040479581074e-05,2025-02-01T00:00:00
Sulu,2025-02,3.221529957755324e-05,2025-02-01T00:00:00
Surigao del Norte,2025-02,3.326752420552487e-05,2025-02-01T00:00:00
Surigao del Sur,2025-02,3.2313316887587846e-05,2025-02-01T00:00:00
Tarlac,2025-02,4.934667030353939e-05,2025-02-01T00:00:00
Tawi-Tawi,2025-02,3.262067629382213e-05,2025-02-01T00:00:00
Zambales,2025-02,4.996338836166341e-05,2025-02-01T00:00:00
Zamboanga del Norte,2025-02,3.372935048084396e-05,2025-02-01T00:00:00
Zamboanga del Sur,2025-02,3.24903193616941e-05,2025-02-01T00:00:00
Zamboanga Sibugay,2025-02,3.16277903321941e-05,2025-02-01T00:00:00
Palawan,2025-02,3.4700621257332365e-05,2025-02-01T00:00:00
Samar,2025-02,3.4618956371258154e-05,2025-02-01T00:00:00
Davao del Norte,2025-03,3.327663700252315e-05,2025-03-01T00:00:00
Abra,2025-03,5.358979166534047e-05,2025-03-01T00:00:00
Agusan del Norte,2025-03,3.322535485452221e-05,2025-03-01T00:00:00
Agusan del Sur,2025-03,3.2715099566200365e-05,2025-03-01T00:00:00
Aklan,2025-03,3.850296379539194e-05,2025-03-01T00:00:00
Albay,2025-03,3.871044273814275e-05,2025-03-01T00:00:00
Antique,2025-03,3.7063879571408574e-05,2025-03-01T00:00:00
Apayao,2025-03,4.971471660422789e-05,2025-03-01T00:00:00
Aurora,2025-03,4.29191058491193e-05,2025-03-01T00:00:00
Basilan,2025-03,3.10562973489076e-05,2025-03-01T00:00:00
Bataan,2025-03,6.10099585029205e-05,2025-03-01T00:00:00
Batanes,2025-03,5.2675705355500834e-05,2025-03-01T00:00:00
Batangas,2025-03,5.1347476222316486e-05,2025-03-01T00:00:00
Benguet,2025-03,5.509347655163619e-05,2025-03-01T00:00:00
Biliran,2025-03,3.410779938339737e-05,2025-03-01T00:00:00
Bohol,2025-03,3.4243487062967185e-05,2025-03-01T00:00:00
Bukidnon,2025-03,3.4981530498715624e-05,2025-03-01T00:00:00
Bulacan,2025-03,5.406180068636806e-05,2025-03-01T00:00:00
Cagayan,2025-03,4.95237921783867e-05,2025-03-01T00:00:00
Camarines Norte,2025-03,4.007261069959329e-05,2025-03-01T00:00:00
Camarines Sur,2025-03,3.922489457442292e-05,2025-03-01T00:00:00
Camiguin,2025-03,3.4664988991346275e-05,2025-03-01T00:00:00
Capiz,2025-03,3.804229187108787e-05,2025-03-01T00:00:00
Catanduanes,2025-03,3.805410656409698e-05,2025-03-01T00:00:00
Cavite,2025-03,5.684162551604516e-05,2025-03-01T00:00:00
Cebu,2025-03,3.6985000733075024e-05,2025-03-01T00:00:00
Compostela Valley,2025-03,3.226722919332438e-05,2025-03-01T00:00:00
Davao del Sur,2025-03,3.161204729934589e-05,2025-03-01T00:00:00
Davao Oriental,2025-03,2.960034300870518e-05,2025-03-01T00:00:00
Dinagat Islands,2025-03,3.377674997521235e-05,2025-03-01T00:00:00
Eastern Samar,2025-03,3.401225213710333e-05,2025-03-01T00:00:00
Guimaras,2025-03,4.021353694448325e-05,2025-03-01T00:00:00
Ifugao,2025-03,4.8861175819866673e-05,2025-03-01T00:00:00
Ilocos Norte,2025-03,5.485258928325651e-05,2025-03-01T00:00:00
Ilocos Sur,2025-03,5.700396861407632e-05,2025-03-01T00:00:00
Iloilo,2025-03,3.702880086758424e-05,2025-03-01T00:00:00
Isabela,2025-03,4.750629489013665e-05,2025-03-01T00:00:00
Kalinga,2025-03,4.91757777846697e-05,2025-03-01T00:00:00
La Union,2025-03,6.267271550031397e-05,2025-03-01T00:00:00
Laguna,2025-03,4.9901472274109416e-05,2025-03-01T00:00:00
Lanao del Norte,2025-03,3.819679579580059e-05,2025-03-01T00:00:00
Lanao del Sur,2025-03,3.3899778357395344e-05,2025-03-01T00:00:00
Leyte,2025-03,3.37158938797177e-05,2025-03-01T00:00:00
Maguindanao,2025-03,3.4894231545795526e-05,2025-03-01T00:00:00
Marinduque,2025-03,4.124055214509648e-05,2025-03-01T00:00:00
Masbate,2025-03,3.711863694387982e-05,2025-03-01T00:00:00
Metropolitan Manila,2025-03,7.925817743542004e-05,2025-03-01T00:00:00
Misamis Occidental,2025-03,3.373962813039041e-05,2025-03-01T00:00:00
Misamis Oriental,2025-03,3.836336591356644e-05,2025-03-01T00:00:00
Mountain Province,2025-03,5.011035453543376e-05,2025-03-01T00:00:00
Negros Occidental,2025-03,3.835408556223338e-05,2025-03-01T00:00:00
Negros Oriental,2025-03,3.552402921840974e-05,2025-03-01T00:00:00
North Cotabato,2025-03,3.4573442541676125e-05,2025-03-01T00:00:00
Northern Samar,2025-03,3.591143797064514e-05,2025-03-01T00:00:00
Nueva Ecija,2025-03,5.011003629198012e-05,2025-03-01T00:00:00
Nueva Vizcaya,2025-03,4.952052961303427e-05,2025-03-01T00:00:00
Occidental Mindoro,2025-03,4.368812609189371e-05,2025-03-01T00:00:00
Oriental Mindoro,2025-03,4.099726582540278e-05,2025-03-01T00:00:00
Pampanga,2025-03,5.769674362551376e-05,2025-03-01T00:00:00
Pangasinan,2025-03,5.890269554878745e-05,2025-03-01T00:00:00
Quezon,2025-03,4.218612201747219e-05,2025-03-01T00:00:00
Quirino,2025-03,4.6313179925523775e-05,2025-03-01T00:00:00
Rizal,2025-03,4.982520062241871e-05,2025-03-01T00:00:00
Romblon,2025-03,3.808724433878783e-05,2025-03-01T00:00:00
Sarangani,2025-03,2.9520892501541563e-05,2025-03-01T00:00:00
Siquijor,2025-03,3.587570364758026e-05,2025-03-01T00:00:00
Sorsogon,2025-03,3.678784310834743e-05,2025-03-01T00:00:00
South Cotabato,2025-03,3.2195094881482804e-05,2025-03-01T00:00:00
Southern Leyte,2025-03,3.3083494324124834e-05,2025-03-01T00:00:00
Sultan Kudarat,2025-03,3.32007428017354e-05,2025-03-01T00:00:00
Sulu,2025-03,3.100709295574049e-05,2025-03-01T00:00:00
Surigao del Norte,2025-03,3.38226674619726e-05,2025-03-01T00:00:00
Surigao del Sur,2025-03,3.256705618030867e-05,2025-03-01T00:00:00
Tarlac,2025-03,5.708587817425969e-05,2025-03-01T00:00:00
Tawi-Tawi,2025-03,3.084238485592372e-05,2025-03-01T00:00:00
Zambales,2025-03,5.730511473087884e-05,2025-03-01T00:00:00
Zamboanga del Norte,2025-03,3.4839049641137144e-05,2025-03-01T00:00:00
Zamboanga del Sur,2025-03,3.257346202736099e-05,2025-03-01T00:00:00
Zamboanga Sibugay,2025-03,3.176396234165639e-05,2025-03-01T00:00:00
Palawan,2025-03,3.565313892099313e-05,2025-03-01T00:00:00
Samar,2025-03,3.4061773030371335e-05,2025-03-01T00:00:00
Davao del Norte,2025-04,3.500240564230161e-05,2025-04-01T00:00:00
Abra,2025-04,6.049675737997116e-05,2025-04-01T00:00:00
Agusan del Norte,2025-04,3.557080809866358e-05,2025-04-01T00:00:00
Agusan del Sur,2025-04,3.412893700302064e-05,2025-04-01T00:00:00
Aklan,2025-04,4.542662881878194e-05,2025-04-01T00:00:00
Albay,2025-04,4.539862302822474e-05,2025-04-01T00:00:00
Antique,2025-04,4.4122548679212926e-05,2025-04-01T00:00:00
Apayao,2025-04,5.9386671410950766e-05,2025-04-01T00:00:00
Aurora,2025-04,5.112826335156088e-05,2025-04-01T00:00:00
Basilan,2025-04,3.3964499079569754e-05,2025-04-01T00:00:00
