adm2_en,month,NO2,date
Negros Occidental,2021-03,4.350423172037778e-05,2021-03-01T00:00:00
Negros Oriental,2021-03,3.98080767002835e-05,2021-03-01T00:00:00
North Cotabato,2021-03,3.772881849439876e-05,2021-03-01T00:00:00
Northern Samar,2021-03,4.306581216019306e-05,2021-03-01T00:00:00
Nueva Ecija,2021-03,5.315393108258512e-05,2021-03-01T00:00:00
Nueva Vizcaya,2021-03,5.234928115638194e-05,2021-03-01T00:00:00
Occidental Mindoro,2021-03,4.757255443112472e-05,2021-03-01T00:00:00
Oriental Mindoro,2021-03,4.547074263966858e-05,2021-03-01T00:00:00
Pampanga,2021-03,6.12815237004035e-05,2021-03-01T00:00:00
Pangasinan,2021-03,6.09298239641295e-05,2021-03-01T00:00:00
Quezon,2021-03,4.743915584032255e-05,2021-03-01T00:00:00
Quirino,2021-03,4.959121752550318e-05,2021-03-01T00:00:00
Rizal,2021-03,5.386296936731186e-05,2021-03-01T00:00:00
Romblon,2021-03,4.241143309983648e-05,2021-03-01T00:00:00
Sarangani,2021-03,3.392287812467574e-05,2021-03-01T00:00:00
Siquijor,2021-03,3.89085064222277e-05,2021-03-01T00:00:00
Sorsogon,2021-03,4.364465447473269e-05,2021-03-01T00:00:00
South Cotabato,2021-03,3.622620732426472e-05,2021-03-01T00:00:00
Southern Leyte,2021-03,3.769597282715511e-05,2021-03-01T00:00:00
Sultan Kudarat,2021-03,3.6985266208635965e-05,2021-03-01T00:00:00
Sulu,2021-03,3.478909228342379e-05,2021-03-01T00:00:00
Surigao del Norte,2021-03,3.748444282522361e-05,2021-03-01T00:00:00
Surigao del Sur,2021-03,3.5595999141808745e-05,2021-03-01T00:00:00
Tarlac,2021-03,6.084590303985549e-05,2021-03-01T00:00:00
Tawi-Tawi,2021-03,3.456688633392337e-05,2021-03-01T00:00:00
Zambales,2021-03,5.98137784854968e-05,2021-03-01T00:00:00
Zamboanga del Norte,2021-03,3.8288516791491325e-05,2021-03-01T00:00:00
Zamboanga del Sur,2021-03,3.562723988067904e-05,2021-03-01T00:00:00
Zamboanga Sibugay,2021-03,3.4553053704982924e-05,2021-03-01T00:00:00
Palawan,2021-03,3.945595241327665e-05,2021-03-01T00:00:00
Samar,2021-03,4.062580022075959e-05,2021-03-01T00:00:00
Davao del Norte,2021-04,4.272036608077777e-05,2021-04-01T00:00:00
Abra,2021-04,6.105465323350848e-05,2021-04-01T00:00:00
Agusan del Norte,2021-04,4.385823392654951e-05,2021-04-01T00:00:00
Agusan del Sur,2021-04,4.175406698276711e-05,2021-04-01T00:00:00
Aklan,2021-04,5.161196269500248e-05,2021-04-01T00:00:00
Albay,2021-04,5.256737301701957e-05,2021-04-01T00:00:00
Antique,2021-04,4.9948999703448445e-05,2021-04-01T00:00:00
Apayao,2021-04,6.087123071649424e-05,2021-04-01T00:00:00
Aurora,2021-04,5.415558368417652e-05,2021-04-01T00:00:00
Basilan,2021-04,3.967049733381993e-05,2021-04-01T00:00:00
Bataan,2021-04,7.28734747044682e-05,2021-04-01T00:00:00
Batanes,2021-04,6.1945493371211e-05,2021-04-01T00:00:00
Batangas,2021-04,6.375828771131691e-05,2021-04-01T00:00:00
Benguet,2021-04,6.297224773641766e-05,2021-04-01T00:00:00
Biliran,2021-04,4.927514478470263e-05,2021-04-01T00:00:00
Bohol,2021-04,4.602966363711551e-05,2021-04-01T00:00:00
Bukidnon,2021-04,4.162218986984519e-05,2021-04-01T00:00:00
Bulacan,2021-04,6.957186895994476e-05,2021-04-01T00:00:00
Cagayan,2021-04,5.962091056403127e-05,2021-04-01T00:00:00
Camarines Norte,2021-04,5.294923213237956e-05,2021-04-01T00:00:00
Camarines Sur,2021-04,5.239286082751736e-05,2021-04-01T00:00:00
Camiguin,2021-04,4.432272491326351e-05,2021-04-01T00:00:00
Capiz,2021-04,5.17293202648349e-05,2021-04-01T00:00:00
Catanduanes,2021-04,5.107708009575524e-05,2021-04-01T00:00:00
Cavite,2021-04,6.923345644721495e-05,2021-04-01T00:00:00
Cebu,2021-04,5.115858882505396e-05,2021-04-01T00:00:00
Compostela Valley,2021-04,4.132971981471843e-05,2021-04-01T00:00:00
Davao del Sur,2021-04,4.1162340627970095e-05,2021-04-01T00:00:00
Davao Oriental,2021-04,3.881740332926103e-05,2021-04-01T00:00:00
Dinagat Islands,2021-04,4.626786014089231e-05,2021-04-01T00:00:00
Eastern Samar,2021-04,4.818626024595292e-05,2021-04-01T00:00:00
Guimaras,2021-04,5.224045644755789e-05,2021-04-01T00:00:00
Ifugao,2021-04,5.9644743436608126e-05,2021-04-01T00:00:00
Ilocos Norte,2021-04,6.27917378395197e-05,2021-04-01T00:00:00
Ilocos Sur,2021-04,6.378117915686815e-05,2021-04-01T00:00:00
Iloilo,2021-04,4.981384720790218e-05,2021-04-01T00:00:00
Isabela,2021-04,5.809448072783702e-05,2021-04-01T00:00:00
Kalinga,2021-04,5.936843610740061e-05,2021-04-01T00:00:00
La Union,2021-04,6.994237296270887e-05,2021-04-01T00:00:00
Laguna,2021-04,6.601741728767134e-05,2021-04-01T00:00:00
Lanao del Norte,2021-04,4.3533527846819664e-05,2021-04-01T00:00:00
Lanao del Sur,2021-04,3.999369665042423e-05,2021-04-01T00:00:00
Leyte,2021-04,4.822318575717976e-05,2021-04-01T00:00:00
Maguindanao,2021-04,4.18549475174229e-05,2021-04-01T00:00:00
Marinduque,2021-04,5.49247626450513e-05,2021-04-01T00:00:00
Masbate,2021-04,5.12710597017314e-05,2021-04-01T00:00:00
Metropolitan Manila,2021-04,0.00010246670823688218,2021-04-01T00:00:00
Misamis Occidental,2021-04,4.256223645137112e-05,2021-04-01T00:00:00
Misamis Oriental,2021-04,4.567179064546994e-05,2021-04-01T00:00:00
Mountain Province,2021-04,5.932260589890373e-05,2021-04-01T00:00:00
Negros Occidental,2021-04,5.132450421864376e-05,2021-04-01T00:00:00
Negros Oriental,2021-04,4.6546244559882536e-05,2021-04-01T00:00:00
North Cotabato,2021-04,4.135160373686801e-05,2021-04-01T00:00:00
Northern Samar,2021-04,4.945866128420505e-05,2021-04-01T00:00:00
Nueva Ecija,2021-04,6.387986201481209e-05,2021-04-01T00:00:00
Nueva Vizcaya,2021-04,6.033401054565337e-05,2021-04-01T00:00:00
Occidental Mindoro,2021-04,5.635892668490293e-05,2021-04-01T00:00:00
Oriental Mindoro,2021-04,5.515241901349365e-05,2021-04-01T00:00:00
Pampanga,2021-04,7.482336179975073e-05,2021-04-01T00:00:00
Pangasinan,2021-04,6.950703446670257e-05,2021-04-01T00:00:00
Quezon,2021-04,5.690568799070024e-05,2021-04-01T00:00:00
Quirino,2021-04,5.85977282226643e-05,2021-04-01T00:00:00
Rizal,2021-04,7.146940046711204e-05,2021-04-01T00:00:00
Romblon,2021-04,5.167541723732971e-05,2021-04-01T00:00:00
Sarangani,2021-04,3.894272476077759e-05,2021-04-01T00:00:00
Siquijor,2021-04,4.600183734861517e-05,2021-04-01T00:00:00
Sorsogon,2021-04,5.011048467209208e-05,2021-04-01T00:00:00
South Cotabato,2021-04,4.0826593883625855e-05,2021-04-01T00:00:00
Southern Leyte,2021-04,4.5262759829285504e-05,2021-04-01T00:00:00
Sultan Kudarat,2021-04,4.173139578084168e-05,2021-04-01T00:00:00
Sulu,2021-04,3.765269625613934e-05,2021-04-01T00:00:00
Surigao del Norte,2021-04,4.5225812141738776e-05,2021-04-01T00:00:00
Surigao del Sur,2021-04,4.2632928899982135e-05,2021-04-01T00:00:00
Tarlac,2021-04,7.102168045079914e-05,2021-04-01T00:00:00
Tawi-Tawi,2021-04,3.8753039404998375e-05,2021-04-01T00:00:00
Zambales,2021-04,6.899231599258275e-05,2021-04-01T00:00:00
Zamboanga del Norte,2021-04,4.2810670259167e-05,2021-04-01T00:00:00
Zamboanga del Sur,2021-04,3.981211805655924e-05,2021-04-01T00:00:00
Zamboanga Sibugay,2021-04,3.9145282292350105e-05,2021-04-01T00:00:00
Palawan,2021-04,4.559489551228914e-05,2021-04-01T00:00:00
Samar,2021-04,4.860510788945377e-05,2021-04-01T00:00:00
Davao del Norte,2021-05,4.233908293788328e-05,2021-05-01T00:00:00
Abra,2021-05,6.341439502171044e-05,2021-05-01T00:00:00
Agusan del Norte,2021-05,4.252852638798488e-05,2021-05-01T00:00:00
Agusan del Sur,2021-05,4.07932135455194e-05,2021-05-01T00:00:00
Aklan,2021-05,4.8033234459939737e-05,2021-05-01T00:00:00
Albay,2021-05,5.043534705491585e-05,2021-05-01T00:00:00
Antique,2021-05,4.6324092163430566e-05,2021-05-01T00:00:00
Apayao,2021-05,6.18042594990826e-05,2021-05-01T00:00:00
Aurora,2021-05,5.515760536698014e-05,2021-05-01T00:00:00
Basilan,2021-05,3.913342755604965e-05,2021-05-01T00:00:00
Bataan,2021-05,8.182174776404883e-05,2021-05-01T00:00:00
Batanes,2021-05,6.127007147654831e-05,2021-05-01T00:00:00
Batangas,2021-05,6.602415202480278e-05,2021-05-01T00:00:00
Benguet,2021-05,6.590829932646972e-05,2021-05-01T00:00:00
Biliran,2021-05,4.673526947118088e-05,2021-05-01T00:00:00
Bohol,2021-05,4.345830002645205e-05,2021-05-01T00:00:00
Bukidnon,2021-05,4.3250341164786e-05,2021-05-01T00:00:00
Bulacan,2021-05,7.526168034258218e-05,2021-05-01T00:00:00
Cagayan,2021-05,6.34143611801567e-05,2021-05-01T00:00:00
Camarines Norte,2021-05,5.243825898763272e-05,2021-05-01T00:00:00
Camarines Sur,2021-05,5.103709742990005e-05,2021-05-01T00:00:00
Camiguin,2021-05,4.508944785497236e-05,2021-05-01T00:00:00
Capiz,2021-05,4.8078240355938585e-05,2021-05-01T00:00:00
Catanduanes,2021-05,4.983209879817332e-05,2021-05-01T00:00:00
Cavite,2021-05,7.51214807573794e-05,2021-05-01T00:00:00
Cebu,2021-05,4.863109065407889e-05,2021-05-01T00:00:00
Compostela Valley,2021-05,4.1010437986233926e-05,2021-05-01T00:00:00
Davao del Sur,2021-05,4.010439817955893e-05,2021-05-01T00:00:00
Davao Oriental,2021-05,3.857477713613032e-05,2021-05-01T00:00:00
Dinagat Islands,2021-05,4.215612785097758e-05,2021-05-01T00:00:00
Eastern Samar,2021-05,4.351822019874638e-05,2021-05-01T00:00:00
Guimaras,2021-05,5.227002785191685e-05,2021-05-01T00:00:00
Ifugao,2021-05,6.393213914259425e-05,2021-05-01T00:00:00
Ilocos Norte,2021-05,6.523636156546096e-05,2021-05-01T00:00:00
Ilocos Sur,2021-05,6.799672698695099e-05,2021-05-01T00:00:00
Iloilo,2021-05,4.738302417398008e-05,2021-05-01T00:00:00
Isabela,2021-05,6.12692946446208e-05,2021-05-01T00:00:00
Kalinga,2021-05,6.353956328887769e-05,2021-05-01T00:00:00
La Union,2021-05,7.86178482802301e-05,2021-05-01T00:00:00
Laguna,2021-05,6.40187374207774e-05,2021-05-01T00:00:00
Lanao del Norte,2021-05,4.63304389331836e-05,2021-05-01T00:00:00
Lanao del Sur,2021-05,4.205300759604588e-05,2021-05-01T00:00:00
Leyte,2021-05,4.254634377934495e-05,2021-05-01T00:00:00
Maguindanao,2021-05,4.416763386651104e-05,2021-05-01T00:00:00
Marinduque,2021-05,5.324837828763572e-05,2021-05-01T00:00:00
Masbate,2021-05,4.8000274227880415e-05,2021-05-01T00:00:00
Metropolitan Manila,2021-05,9.941340883350862e-05,2021-05-01T00:00:00
Misamis Occidental,2021-05,4.387102813402627e-05,2021-05-01T00:00:00
Misamis Oriental,2021-05,4.730339243696106e-05,2021-05-01T00:00:00
Mountain Province,2021-05,6.292868534428117e-05,2021-05-01T00:00:00
Negros Occidental,2021-05,4.868128955534171e-05,2021-05-01T00:00:00
Negros Oriental,2021-05,4.4925060129781695e-05,2021-05-01T00:00:00
North Cotabato,2021-05,4.301329239628464e-05,2021-05-01T00:00:00
Northern Samar,2021-05,4.628351615998928e-05,2021-05-01T00:00:00
Nueva Ecija,2021-05,6.662720629345294e-05,2021-05-01T00:00:00
Nueva Vizcaya,2021-05,6.317194054981965e-05,2021-05-01T00:00:00
Occidental Mindoro,2021-05,5.3559040369456855e-05,2021-05-01T00:00:00
Oriental Mindoro,2021-05,5.276258024504561e-05,2021-05-01T00:00:00
Pampanga,2021-05,7.749074370502938e-05,2021-05-01T00:00:00
Pangasinan,2021-05,7.326187074301868e-05,2021-05-01T00:00:00
Quezon,2021-05,5.496093577356557e-05,2021-05-01T00:00:00
Quirino,2021-05,5.978096496376973e-05,2021-05-01T00:00:00
Rizal,2021-05,6.353511232461733e-05,2021-05-01T00:00:00
Romblon,2021-05,4.917043247454947e-05,2021-05-01T00:00:00
Sarangani,2021-05,3.740183266958175e-05,2021-05-01T00:00:00
Siquijor,2021-05,4.503870345687443e-05,2021-05-01T00:00:00
Sorsogon,2021-05,4.846464568444121e-05,2021-05-01T00:00:00
South Cotabato,2021-05,4.047888867801253e-05,2021-05-01T00:00:00
Southern Leyte,2021-05,4.125462183695429e-05,2021-05-01T00:00:00
Sultan Kudarat,2021-05,4.301697746123927e-05,2021-05-01T00:00:00
Sulu,2021-05,3.833546625759471e-05,2021-05-01T00:00:00
Surigao del Norte,2021-05,4.203683897140814e-05,2021-05-01T00:00:00
Surigao del Sur,2021-05,4.036415194874128e-05,2021-05-01T00:00:00
Tarlac,2021-05,7.302321264452236e-05,2021-05-01T00:00:00
Tawi-Tawi,2021-05,3.5399651417368734e-05,2021-05-01T00:00:00
Zambales,2021-05,7.077307892603262e-05,2021-05-01T00:00:00
Zamboanga del Norte,2021-05,4.3231855890889154e-05,2021-05-01T00:00:00
Zamboanga del Sur,2021-05,4.119089110573486e-05,2021-05-01T00:00:00
Zamboanga Sibugay,2021-05,4.047255844204073e-05,2021-05-01T00:00:00
Palawan,2021-05,4.398409447792583e-05,2021-05-01T00:00:00
Samar,2021-05,4.431208464743959e-05,2021-05-01T00:00:00
Davao del Norte,2021-06,4.347955448975399e-05,2021-06-01T00:00:00
Abra,2021-06,5.865524211428756e-05,2021-06-01T00:00:00
Agusan del Norte,2021-06,4.261208546003485e-05,2021-06-01T00:00:00
Agusan del Sur,2021-06,4.181470063025304e-05,2021-06-01T00:00:00
Aklan,2021-06,4.802106241218712e-05,2021-06-01T00:00:00
Albay,2021-06,4.837303436294407e-05,2021-06-01T00:00:00
Antique,2021-06,4.667201807088566e-05,2021-06-01T00:00:00
Apayao,2021-06,5.8073079326065e-05,2021-06-01T00:00:00
Aurora,2021-06,5.714378266390904e-05,2021-06-01T00:00:00
Basilan,2021-06,3.9810553520182855e-05,2021-06-01T00:00:00
Bataan,2021-06,6.766330551067266e-05,2021-06-01T00:00:00
Batanes,2021-06,5.996654770186962e-05,2021-06-01T00:00:00
Batangas,2021-06,6.471415146700226e-05,2021-06-01T00:00:00
Benguet,2021-06,6.1773219996374e-05,2021-06-01T00:00:00
Biliran,2021-06,4.7594810590349134e-05,2021-06-01T00:00:00
Bohol,2021-06,4.259480645031346e-05,2021-06-01T00:00:00
Bukidnon,2021-06,4.2470913858013214e-05,2021-06-01T00:00:00
Bulacan,2021-06,7.748841097949176e-05,2021-06-01T00:00:00
Cagayan,2021-06,6.134438065626733e-05,2021-06-01T00:00:00
Camarines Norte,2021-06,5.136937839778423e-05,2021-06-01T00:00:00
Camarines Sur,2021-06,4.892864961835074e-05,2021-06-01T00:00:00
Camiguin,2021-06,4.4540716442412805e-05,2021-06-01T00:00:00
Capiz,2021-06,5.012878029871625e-05,2021-06-01T00:00:00
Catanduanes,2021-06,4.77439218472378e-05,2021-06-01T00:00:00
Cavite,2021-06,7.065163223327064e-05,2021-06-01T00:00:00
Cebu,2021-06,5.184705196613588e-05,2021-06-01T00:00:00
Compostela Valley,2021-06,4.173789372828297e-05,2021-06-01T00:00:00
Davao del Sur,2021-06,4.2866528322090326e-05,2021-06-01T00:00:00
Davao Oriental,2021-06,3.943242127152559e-05,2021-06-01T00:00:00
Dinagat Islands,2021-06,4.300971407713913e-05,2021-06-01T00:00:00
Eastern Samar,2021-06,4.393320901768552e-05,2021-06-01T00:00:00
Guimaras,2021-06,4.860445260268578e-05,2021-06-01T00:00:00
Ifugao,2021-06,6.087115309742546e-05,2021-06-01T00:00:00
Ilocos Norte,2021-06,5.948978471706091e-05,2021-06-01T00:00:00
Ilocos Sur,2021-06,6.209838495871471e-05,2021-06-01T00:00:00
Iloilo,2021-06,4.883574015883061e-05,2021-06-01T00:00:00
Isabela,2021-06,6.228195224722212e-05,2021-06-01T00:00:00
Kalinga,2021-06,6.070041743945527e-05,2021-06-01T00:00:00
La Union,2021-06,7.045152661356555e-05,2021-06-01T00:00:00
Laguna,2021-06,7.67027878804779e-05,2021-06-01T00:00:00
Lanao del Norte,2021-06,4.553491194498874e-05,2021-06-01T00:00:00
Lanao del Sur,2021-06,4.1123441845755885e-05,2021-06-01T00:00:00
Leyte,2021-06,4.593634151087001e-05,2021-06-01T00:00:00
Maguindanao,2021-06,4.458624130768578e-05,2021-06-01T00:00:00
Marinduque,2021-06,5.273943236948317e-05,2021-06-01T00:00:00
Masbate,2021-06,4.695771906102151e-05,2021-06-01T00:00:00
Metropolitan Manila,2021-06,0.0001172768302489044,2021-06-01T00:00:00
Misamis Occidental,2021-06,4.195082092026114e-05,2021-06-01T00:00:00
Misamis Oriental,2021-06,4.6824678930806944e-05,2021-06-01T00:00:00
Mountain Province,2021-06,5.91188934994811e-05,2021-06-01T00:00:00
Negros Occidental,2021-06,4.932420401865283e-05,2021-06-01T00:00:00
Negros Oriental,2021-06,4.407780572771636e-05,2021-06-01T00:00:00
North Cotabato,2021-06,4.415273731648514e-05,2021-06-01T00:00:00
Northern Samar,2021-06,4.572462291530433e-05,2021-06-01T00:00:00
Nueva Ecija,2021-06,6.720488232255945e-05,2021-06-01T00:00:00
Nueva Vizcaya,2021-06,6.132028421498151e-05,2021-06-01T00:00:00
Occidental Mindoro,2021-06,4.97847537857286e-05,2021-06-01T00:00:00
Oriental Mindoro,2021-06,5.100742265169208e-05,2021-06-01T00:00:00
Pampanga,2021-06,7.506481261411783e-05,2021-06-01T00:00:00
Pangasinan,2021-06,6.779225577051638e-05,2021-06-01T00:00:00
Quezon,2021-06,5.8758725231277385e-05,2021-06-01T00:00:00
Quirino,2021-06,6.122551339659605e-05,2021-06-01T00:00:00
Rizal,2021-06,8.249571732938208e-05,2021-06-01T00:00:00
Romblon,2021-06,4.719080954317035e-05,2021-06-01T00:00:00
Sarangani,2021-06,4.0550558209479694e-05,2021-06-01T00:00:00
Siquijor,2021-06,4.508762048143957e-05,2021-06-01T00:00:00
Sorsogon,2021-06,4.681050125754199e-05,2021-06-01T00:00:00
South Cotabato,2021-06,4.31687106319347e-05,2021-06-01T00:00:00
Southern Leyte,2021-06,4.138757920687901e-05,2021-06-01T00:00:00
Sultan Kudarat,2021-06,4.371225478445709e-05,2021-06-01T00:00:00
Sulu,2021-06,3.93996543551025e-05,2021-06-01T00:00:00
Surigao del Norte,2021-06,4.369762518793211e-05,2021-06-01T00:00:00
Surigao del Sur,2021-06,4.088930334363303e-05,2021-06-01T00:00:00
Tarlac,2021-06,6.888114291084826e-05,2021-06-01T00:00:00
Tawi-Tawi,2021-06,3.901866081098147e-05,2021-06-01T00:00:00
Zambales,2021-06,6.054362841192171e-05,2021-06-01T00:00:00
Zamboanga del Norte,2021-06,4.238045156201754e-05,2021-06-01T00:00:00
Zamboanga del Sur,2021-06,4.022018580060748e-05,2021-06-01T00:00:00
Zamboanga Sibugay,2021-06,3.9664313918562e-05,2021-06-01T00:00:00
Palawan,2021-06,4.146999220139254e-05,2021-06-01T00:00:00
Samar,2021-06,4.594841645932479e-05,2021-06-01T00:00:00
Davao del Norte,2021-07,4.643234611209631e-05,2021-07-01T00:00:00
Abra,2021-07,5.4624172036102667e-05,2021-07-01T00:00:00
Agusan del Norte,2021-07,4.473101598143405e-05,2021-07-01T00:00:00
Agusan del Sur,2021-07,4.458714557437804e-05,2021-07-01T00:00:00
Aklan,2021-07,4.781043922444401e-05,2021-07-01T00:00:00
Albay,2021-07,4.6739110955083386e-05,2021-07-01T00:00:00
Antique,2021-07,4.556227443316555e-05,2021-07-01T00:00:00
Apayao,2021-07,5.302035603003077e-05,2021-07-01T00:00:00
Aurora,2021-07,5.23343626433468e-05,2021-07-01T00:00:00
Basilan,2021-07,4.1173120835480186e-05,2021-07-01T00:00:00
Bataan,2021-07,6.140459154606831e-05,2021-07-01T00:00:00
Batanes,2021-07,5.789710719211143e-05,2021-07-01T00:00:00
Batangas,2021-07,5.7287761242411e-05,2021-07-01T00:00:00
Benguet,2021-07,5.6687175916512526e-05,2021-07-01T00:00:00
Biliran,2021-07,4.620732092824036e-05,2021-07-01T00:00:00
Bohol,2021-07,4.311190341646494e-05,2021-07-01T00:00:00
Bukidnon,2021-07,4.462501987078568e-05,2021-07-01T00:00:00
Bulacan,2021-07,6.264762965071853e-05,2021-07-01T00:00:00
Cagayan,2021-07,5.551243028376306e-05,2021-07-01T00:00:00
Camarines Norte,2021-07,5.1291030799782295e-05,2021-07-01T00:00:00
Camarines Sur,2021-07,4.791176604480989e-05,2021-07-01T00:00:00
Camiguin,2021-07,4.553347906280416e-05,2021-07-01T00:00:00
Capiz,2021-07,4.6818514742449726e-05,2021-07-01T00:00:00
Catanduanes,2021-07,4.602271666401604e-05,2021-07-01T00:00:00
Cavite,2021-07,6.194974830336598e-05,2021-07-01T00:00:00
Cebu,2021-07,4.795614562862853e-05,2021-07-01T00:00:00
Compostela Valley,2021-07,4.496421117877029e-05,2021-07-01T00:00:00
Davao del Sur,2021-07,4.472158111866379e-05,2021-07-01T00:00:00
Davao Oriental,2021-07,4.234347600282998e-05,2021-07-01T00:00:00
Dinagat Islands,2021-07,4.300908436502759e-05,2021-07-01T00:00:00
Eastern Samar,2021-07,4.348025365510668e-05,2021-07-01T00:00:00
Guimaras,2021-07,4.81360502169071e-05,2021-07-01T00:00:00
Ifugao,2021-07,5.3724116408717256e-05,2021-07-01T00:00:00
Ilocos Norte,2021-07,5.488762441302419e-05,2021-07-01T00:00:00
Ilocos Sur,2021-07,5.746338416875332e-05,2021-07-01T00:00:00
Iloilo,2021-07,4.6384069854797946e-05,2021-07-01T00:00:00
Isabela,2021-07,5.607559831376611e-05,2021-07-01T00:00:00
Kalinga,2021-07,5.4393032006050987e-05,2021-07-01T00:00:00
La Union,2021-07,6.257130456294636e-05,2021-07-01T00:00:00
Laguna,2021-07,6.351828399748254e-05,2021-07-01T00:00:00
Lanao del Norte,2021-07,4.599372348613877e-05,2021-07-01T00:00:00
Lanao del Sur,2021-07,4.291857478425508e-05,2021-07-01T00:00:00
Leyte,2021-07,4.473161154230809e-05,2021-07-01T00:00:00
Maguindanao,2021-07,4.623756305035666e-05,2021-07-01T00:00:00
Marinduque,2021-07,4.889670683660354e-05,2021-07-01T00:00:00
Masbate,2021-07,4.6959463102814826e-05,2021-07-01T00:00:00
Metropolitan Manila,2021-07,8.318538169389054e-05,2021-07-01T00:00:00
Misamis Occidental,2021-07,4.316553779206901e-05,2021-07-01T00:00:00
Misamis Oriental,2021-07,4.779913022150306e-05,2021-07-01T00:00:00
Mountain Province,2021-07,5.411010517744208e-05,2021-07-01T00:00:00
Negros Occidental,2021-07,4.615407550130852e-05,2021-07-01T00:00:00
Negros Oriental,2021-07,4.346573454054594e-05,2021-07-01T00:00:00
North Cotabato,2021-07,4.627277024740653e-05,2021-07-01T00:00:00
Northern Samar,2021-07,4.586817494236317e-05,2021-07-01T00:00:00
Nueva Ecija,2021-07,5.91746355142141e-05,2021-07-01T00:00:00
Nueva Vizcaya,2021-07,5.569670067964012e-05,2021-07-01T00:00:00
Occidental Mindoro,2021-07,4.716771339879599e-05,2021-07-01T00:00:00
Oriental Mindoro,2021-07,4.760950520401573e-05,2021-07-01T00:00:00
Pampanga,2021-07,6.120273020015176e-05,2021-07-01T00:00:00
Pangasinan,2021-07,6.254304343586877e-05,2021-07-01T00:00:00
Quezon,2021-07,5.35567800352042e-05,2021-07-01T00:00:00
Quirino,2021-07,5.516873139756594e-05,2021-07-01T00:00:00
Rizal,2021-07,6.492075937249075e-05,2021-07-01T00:00:00
Romblon,2021-07,4.6501926429944085e-05,2021-07-01T00:00:00
Sarangani,2021-07,4.1858579398004406e-05,2021-07-01T00:00:00
Siquijor,2021-07,4.610119721592737e-05,2021-07-01T00:00:00
Sorsogon,2021-07,4.6720290073022975e-05,2021-07-01T00:00:00
South Cotabato,2021-07,4.439413072472366e-05,2021-07-01T00:00:00
Southern Leyte,2021-07,4.3298704833533495e-05,2021-07-01T00:00:00
Sultan Kudarat,2021-07,4.523651073522552e-05,2021-07-01T00:00:00
Sulu,2021-07,4.185522561695661e-05,2021-07-01T00:00:00
Surigao del Norte,2021-07,4.416996940751671e-05,2021-07-01T00:00:00
Surigao del Sur,2021-07,4.361150747719889e-05,2021-07-01T00:00:00
Tarlac,2021-07,6.17579865070637e-05,2021-07-01T00:00:00
Tawi-Tawi,2021-07,4.202543981128232e-05,2021-07-01T00:00:00
Zambales,2021-07,5.763750235722359e-05,2021-07-01T00:00:00
Zamboanga del Norte,2021-07,4.266081915923072e-05,2021-07-01T00:00:00
Zamboanga del Sur,2021-07,4.130620968906343e-05,2021-07-01T00:00:00
Zamboanga Sibugay,2021-07,4.159526584386642e-05,2021-07-01T00:00:00
Palawan,2021-07,4.272301707462521e-05,2021-07-01T00:00:00
Samar,2021-07,4.435230582348591e-05,2021-07-01T00:00:00
Davao del Norte,2021-08,4.394811367822672e-05,2021-08-01T00:00:00
Abra,2021-08,5.283249444381764e-05,2021-08-01T00:00:00
Agusan del Norte,2021-08,4.296156339711208e-05,2021-08-01T00:00:00
Agusan del Sur,2021-08,4.26936717073161e-05,2021-08-01T00:00:00
Aklan,2021-08,4.763146636194848e-05,2021-08-01T00:00:00
Albay,2021-08,4.6495920176555925e-05,2021-08-01T00:00:00
Antique,2021-08,4.67986442934028e-05,2021-08-01T00:00:00
Apayao,2021-08,5.0766829936949685e-05,2021-08-01T00:00:00
Aurora,2021-08,4.89007520445085e-05,2021-08-01T00:00:00
Basilan,2021-08,4.1025601296891145e-05,2021-08-01T00:00:00
Bataan,2021-08,6.467965044529437e-05,2021-08-01T00:00:00
Batanes,2021-08,5.075241775748245e-05,2021-08-01T00:00:00
Batangas,2021-08,6.147696007447988e-05,2021-08-01T00:00:00
Benguet,2021-08,5.504396086292735e-05,2021-08-01T00:00:00
Biliran,2021-08,4.726709359838408e-05,2021-08-01T00:00:00
Bohol,2021-08,4.290460957081279e-05,2021-08-01T00:00:00
Bukidnon,2021-08,4.415008246083553e-05,2021-08-01T00:00:00
Bulacan,2021-08,6.707761453281389e-05,2021-08-01T00:00:00
Cagayan,2021-08,5.0595202153140025e-05,2021-08-01T00:00:00
Camarines Norte,2021-08,4.844393783762691e-05,2021-08-01T00:00:00
Camarines Sur,2021-08,4.59399732318528e-05,2021-08-01T00:00:00
Camiguin,2021-08,4.502672073550479e-05,2021-08-01T00:00:00
Capiz,2021-08,4.889861591762089e-05,2021-08-01T00:00:00
Catanduanes,2021-08,4.530404097101197e-05,2021-08-01T00:00:00
Cavite,2021-08,6.879964471112458e-05,2021-08-01T00:00:00
Cebu,2021-08,4.929873777149406e-05,2021-08-01T00:00:00
Compostela Valley,2021-08,4.230835942202513e-05,2021-08-01T00:00:00
Davao del Sur,2021-08,4.355808630867499e-05,2021-08-01T00:00:00
Davao Oriental,2021-08,4.052937234463901e-05,2021-08-01T00:00:00
Dinagat Islands,2021-08,4.397458417032565e-05,2021-08-01T00:00:00
Eastern Samar,2021-08,4.246497914897338e-05,2021-08-01T00:00:00
Guimaras,2021-08,4.946101753049684e-05,2021-08-01T00:00:00
Ifugao,2021-08,5.179907382579765e-05,2021-08-01T00:00:00
